,Provider Id,Provider Zip Code, Average Covered Charges , Average Total Payments ,Average Medicare Payments,Hospital overall rating,BEDS,Cost,Provider Name,Provider Street Address,Provider City,Provider State,Hospital Type,Hospital Ownership,Location,Latitude,Longitude
10,10023,36116.0,32561.53902173913,9953.063913043474,8835.56673913044,3,286.5,1117.497173913044,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,Acute Care Hospitals,Government,"2105 EAST SOUTH BOULEVARD, MONTGOMERY, AL",32.3269463,-86.2710335
11,10032,36278.0,13736.113749999999,5089.0925,4133.635,4,25.0,955.4575,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,Acute Care Hospitals,Government,"209 NORTH MAIN STREET, WEDOWEE, AL",33.3073442,-85.4840006
12,10033,35233.0,42990.5449484536,11891.738247422676,10075.099793814434,2,1157.0,1816.6384536082476,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,Acute Care Hospitals,Government,"619 SOUTH 19TH STREET, BIRMINGHAM, AL",33.5056591,-86.8020205
13,10035,35058.0,24887.977352941176,7121.1391176470615,6128.23220588235,2,115.0,992.9069117647057,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,Acute Care Hospitals,Government,"1912 ALABAMA HIGHWAY 157, CULLMAN, AL",34.2075866,-86.8748531
14,10036,36420.0,16640.354999999996,5335.0459375,4289.795937499999,3,88.0,1045.2499999999998,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,Acute Care Hospitals,Individual Business,"849 SOUTH THREE NOTCH STREET, ANDALUSIA, AL",31.2962978,-86.4947624
15,10038,36201.0,34750.73907407407,5998.901851851851,4734.42074074074,3,125.0,1264.481111111111,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,Acute Care Hospitals,Individual Business,"301 EAST 18TH ST, ANNISTON, AL",33.6676877,-85.8250465
16,10040,35903.0,83017.32227848102,8364.478227848103,7097.977594936707,2,279.0,1266.5006329113933,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,Acute Care Hospitals,Individual Business,"1007 GOODYEAR AVENUE, GADSDEN, AL",34.0074022,-85.96757190000001
17,10045,35555.0,18978.6647368421,6347.125263157895,5481.684736842106,4,61.0,865.4405263157896,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,Acute Care Hospitals,Voluntary(non-profit),"1653 TEMPLE AVENUE NORTH, FAYETTE, AL",33.7080266,-87.8242179
18,10046,35901.0,63094.221392405045,7937.244177215188,6819.652151898739,3,158.0,1117.5920253164556,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,Acute Care Hospitals,Individual Business,"600 SOUTH THIRD STREET, GADSDEN, AL",34.004403,-86.003626
19,10049,36330.0,27460.68882352941,4966.703235294117,3994.174411764706,2,131.0,972.5288235294116,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,Acute Care Hospitals,Individual Business,"400 N EDWARDS STREET, ENTERPRISE, AL",31.318647,-85.855114
20,10051,35462.0,4729.851111111111,5604.908888888889,4819.193333333334,3,13.5,785.7155555555554,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,Acute Care Hospitals,Government,"509 WILSON AVENUE, EUTAW, AL",32.842183,-87.890069
21,10052,36853.0,5274.113846153846,5670.8523076923075,4921.88076923077,3,28.0,748.9715384615384,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,Acute Care Hospitals,Individual Business,"201 MARIARDEN ROAD, DADEVILLE, AL",32.8200627,-85.74157749999999
22,10055,36305.0,44747.83506329113,7813.7735443037955,6607.851012658225,4,235.0,1205.9225316455695,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,Acute Care Hospitals,Individual Business,"4370 WEST MAIN STREET, DOTHAN, AL",31.23790679999999,-85.45675700000001
23,10058,35042.0,7683.035,4955.605,4194.32,3,28.0,761.2850000000001,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,Acute Care Hospitals,Government,"208 PIERSON AVE, CENTREVILLE, AL",32.9512234,-87.1481336
24,10059,35650.0,15661.411904761906,7102.921904761905,6292.840952380951,4,98.0,810.0809523809522,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,Acute Care Hospitals,Government,"202 HOSPITAL STREET, MOULTON, AL",34.4828876,-87.286024
25,10061,35768.0,13349.20551724138,5697.191724137931,4804.881034482758,3,170.0,892.3106896551724,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,Acute Care Hospitals,Government,"380 WOODS COVE ROAD, SCOTTSBORO, AL",34.6617256,-86.0466422
26,10062,36340.0,8200.57,5619.870952380951,4808.323809523811,3,83.0,811.5471428571427,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,Acute Care Hospitals,Voluntary(non-profit),"1200 W MAPLE AVENUE, GENEVA, AL",31.04877399999999,-85.89097699999999
27,10065,35010.0,11740.69375,6721.815,5715.848249999999,3,73.0,1005.9667500000002,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,Acute Care Hospitals,Voluntary(non-profit),"3316 HIGHWAY 280, ALEXANDER CITY, AL",32.9306427,-85.97045200000001
28,10069,36027.0,12240.805714285714,5529.087142857143,4590.322857142857,4,74.0,938.7642857142858,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,Acute Care Hospitals,Government,"820 W WASHINGTON ST, EUFAULA, AL",31.8887641,-85.1563565
29,10073,36251.0,10223.262857142854,5531.827142857144,4753.178571428572,4,31.5,778.6485714285716,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,Acute Care Hospitals,Government,"83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL",33.2774347,-85.82207919999999
30,10083,36535.0,43503.50040816326,6358.849591836732,5314.297346938776,3,112.0,1044.5522448979589,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,Acute Care Hospitals,Individual Business,"1613 NORTH MCKENZIE STREET, FOLEY, AL",30.4260938,-87.6843079
31,10086,35594.0,20743.871034482756,5809.2579310344845,4872.940344827583,4,135.75,936.3175862068963,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,Acute Care Hospitals,Individual Business,"1530 U S HIGHWAY 43, WINFIELD, AL",33.9302561,-87.8244258
32,10089,35502.0,28233.672456140364,7006.308070175439,5934.821403508774,4,267.0,1071.4866666666667,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,Acute Care Hospitals,Voluntary(non-profit),"3400 HIGHWAY 78 EAST, JASPER, AL",33.841043,-87.2365408
33,10090,36608.0,26502.51779069769,8124.404999999998,6599.197906976744,2,256.75,1525.2070930232558,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,Acute Care Hospitals,Voluntary(non-profit),"6801 AIRPORT BOULEVARD, MOBILE, AL",30.6782817,-88.1985523
34,10091,36451.0,7303.153,3998.959,3238.3509999999997,3,50.0,760.608,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,Acute Care Hospitals,Government,"295 JACKSON HWY S, GROVE HILL, AL",31.6942828,-87.7760974
35,10095,36744.0,5922.723333333332,5125.016666666666,4220.566666666667,3,39.0,904.4499999999999,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,Acute Care Hospitals,Government,"508 GREEN STREET, GREENSBORO, AL",32.6955444,-87.5869077
36,10097,36092.0,5404.585555555556,4833.426666666666,3915.198888888889,4,69.0,918.2277777777776,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,Acute Care Hospitals,Government,"500 HOSPITAL DRIVE, WETUMPKA, AL",32.5523787,-86.1866697
37,10100,36532.0,26109.151363636363,7311.2466666666705,6192.887424242426,3,138.0,1118.359242424242,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,Acute Care Hospitals,Government,"750 MORPHY AVENUE, FAIRHOPE, AL",30.5190265,-87.8883067
38,10101,35161.0,19891.306000000004,6521.024333333335,5475.853666666666,3,103.0,1045.1706666666666,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,Acute Care Hospitals,Voluntary(non-profit),"604 STONE AVENUE, TALLADEGA, AL",33.4397792,-86.0921347
39,10104,35213.0,64692.90192771082,8911.523132530123,7479.759879518076,2,534.0,1431.7632530120484,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,Acute Care Hospitals,Individual Business,"800 MONTCLAIR RD, BIRMINGHAM, AL",33.5163586,-86.7483395
40,10108,36067.0,20194.905416666672,4968.1537499999995,4014.679166666667,4,85.0,953.4745833333333,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,Acute Care Hospitals,Government,"124 S MEMORIAL DR, PRATTVILLE, AL",32.463778,-86.451938
41,10109,35447.0,12845.690555555553,8220.015555555556,7456.654999999999,3,56.0,763.3605555555555,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,CARROLLTON,AL,Acute Care Hospitals,Government,"241 ROBERT K WILSON, CARROLLTON, AL",33.274677,-88.089069
42,10110,36089.0,11114.906666666668,4111.356666666667,3329.556666666667,3,54.0,781.7999999999998,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,Acute Care Hospitals,Individual Business,"102 WEST CONECUH AVENUE, UNION SPRINGS, AL",32.1466768,-85.71674279999999
43,10114,35021.0,27290.02327272728,7539.343818181819,6353.002181818182,3,310.0,1186.3416363636366,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,Acute Care Hospitals,Government,"995 9TH AVENUE SOUTHWEST, BESSEMER, AL",33.3722775,-86.9906177
44,10120,36461.0,11540.998571428574,4951.364285714286,4091.4728571428577,3,59.5,859.8914285714286,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,Acute Care Hospitals,Government,"2016 SOUTH ALABAMA AVENUE, MONROEVILLE, AL",31.498257,-87.3206816
46,10126,36081.0,21342.790476190476,7191.843809523811,6315.6933333333345,2,97.0,876.1504761904764,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,Acute Care Hospitals,Government,"1330 HIGHWAY 231 SOUTH, TROY, AL",31.7811497,-85.9449087
47,10128,36545.0,5208.085714285714,4363.674285714285,3365.8142857142852,3,35.0,997.8599999999999,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,Acute Care Hospitals,Individual Business,"220 HOSPITAL DRIVE, JACKSON, AL",31.5311947,-87.89505299999999
48,10129,36507.0,12831.99181818182,6443.004545454546,5414.96090909091,2,70.0,1028.043636363636,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,Acute Care Hospitals,Voluntary(non-profit),"1815 HAND AVENUE, BAY MINETTE, AL",30.903945,-87.785172
49,10131,35801.0,47476.8872,7530.109866666663,5879.8348000000005,2,147.0,1650.2750666666668,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,Acute Care Hospitals,Individual Business,"ONE HOSPITAL DR SE, HUNTSVILLE, AL",34.6939279,-86.5719324
50,10139,35209.0,88857.05829787233,7982.96265957447,6677.744574468084,2,607.0,1305.218085106383,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,Acute Care Hospitals,Individual Business,"2010 BROOKWOOD MEDICAL CENTER DRIVE, BIRMINGHAM, AL",33.46347280000001,-86.7766851
51,10144,36608.0,22185.90518518519,6837.604444444445,5584.873148148147,2,35.0,1252.731296296296,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,Acute Care Hospitals,Individual Business,"3719 DAUPHIN STREET, MOBILE, AL",30.6852336,-88.13171109999999
52,10148,36401.0,8269.673181818182,5216.458181818181,4360.139090909091,3,44.0,856.3190909090907,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,Acute Care Hospitals,Individual Business,"101 CRESTVIEW AVENUE, EVERGREEN, AL",31.43097809999999,-86.9408213
53,10149,36117.0,26748.392307692302,7665.474615384617,6464.563076923078,4,150.0,1200.9115384615384,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,Acute Care Hospitals,Government,"400 TAYLOR ROAD, MONTGOMERY, AL",32.3762284,-86.1748296
54,10157,35661.0,24569.154000000002,5591.0644999999995,4728.1714999999995,2,134.0,862.893,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,Acute Care Hospitals,Government,"201 WEST AVALON AVENUE, MUSCLE SHOALS, AL",34.744969,-87.675383
55,10158,35653.0,20914.423199999997,6533.643999999999,5739.048400000001,4,100.0,794.5956,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,Acute Care Hospitals,Individual Business,"15155 HIGHWAY 43, RUSSELLVILLE, AL",34.5107726,-87.7183471
56,10164,35150.0,28234.39432432432,6769.965135135133,5534.22054054054,2,163.0,1235.7445945945947,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,Acute Care Hospitals,Voluntary(non-profit),"315 W HICKORY ST, SYLACAUGA, AL",33.1644466,-86.2552042
57,10168,36867.0,33491.45,11167.308888888889,9744.373333333335,4,70.0,1422.9355555555555,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,Acute Care Hospitals,Government,"4401 RIVER CHASE DRIVE, PHENIX CITY, AL",32.5080845,-85.0086714
58,10169,36502.0,22011.39705882353,5488.044117647059,4704.505882352942,4,49.0,783.5382352941177,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,Acute Care Hospitals,Government,"401 MEDICAL PARK DRIVE, ATMORE, AL",31.0166253,-87.47634889999999
59,20001,99519.0,53042.585921052625,14905.022631578953,13363.115263157897,4,371.0,1541.9073684210525,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,Acute Care Hospitals,Voluntary(non-profit),"BOX 196604, ANCHORAGE, AK",60.94903409999999,-149.1711438
60,20006,99645.0,38337.56874999999,11597.5765625,10086.958437500001,2,74.0,1510.6181249999997,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,Acute Care Hospitals,Voluntary(non-profit),"2500 SOUTH WOODWORTH LOOP, PALMER, AK",61.56316029999999,-149.2576383
61,20008,99801.0,22315.114,11915.347,10928.024000000001,3,-999.0,987.3229999999996,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,Acute Care Hospitals,Government,"3260 HOSPITAL DR, JUNEAU, AK",58.32901640000001,-134.4649167
62,20012,99701.0,34979.9324137931,19966.092758620685,18456.73034482759,4,217.0,1509.3624137931038,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,Acute Care Hospitals,Voluntary(non-profit),"1650 COWLES STREET, FAIRBANKS, AK",64.8311569,-147.7399471
63,20017,99508.0,55776.21269230767,13338.514615384616,9796.492307692308,4,132.0,3542.0223076923085,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,Acute Care Hospitals,Individual Business,"2801 DEBARR ROAD, ANCHORAGE, AK",61.2106931,-149.8287333
64,20024,99669.0,26814.343333333338,11535.552777777779,10119.465000000002,2,108.0,1416.0877777777778,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,Acute Care Hospitals,Voluntary(non-profit),"250 HOSPITAL PLACE, SOLDOTNA, AK",60.4933699,-151.0782521
65,30002,85006.0,45160.81888888888,11784.422888888897,10299.719777777776,3,-999.0,1484.7031111111107,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,Acute Care Hospitals,Voluntary(non-profit),"1111 EAST MCDOWELL ROAD, PHOENIX, AZ",33.4649409,-112.0579588
66,30007,86326.0,57606.894634146345,13795.19,12430.83024390244,5,110.0,1364.3597560975609,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,Acute Care Hospitals,Voluntary(non-profit),"269 SOUTH CANDY LANE, COTTONWOOD, AZ",34.7357288,-112.029221
67,30012,86301.0,30846.16753246755,9375.623766233766,8231.599090909089,3,134.0,1144.024675324675,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,Acute Care Hospitals,Government,"1003 WILLOW CREEK ROAD, PRESCOTT, AZ",34.5593433,-112.4811126
68,30013,85364.0,36074.81183908045,10317.902988505746,9352.907241379313,3,369.0,964.9957471264365,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,Acute Care Hospitals,Voluntary(non-profit),"2400 SOUTH AVENUE A, YUMA, AZ",32.6823988,-114.634916
69,30022,85008.0,45225.37166666667,16226.173333333334,15336.183333333334,2,500.0,889.9899999999994,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,Acute Care Hospitals,Government,"2601 EAST ROOSEVELT STREET, PHOENIX, AZ",33.4573098,-112.0261191
70,30023,86001.0,55709.5156060606,18241.015000000007,16784.186666666665,4,267.0,1456.8283333333336,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,Acute Care Hospitals,Voluntary(non-profit),"1200 NORTH BEAVER STREET, FLAGSTAFF, AZ",35.2090049,-111.6439073
71,30036,85224.0,57358.983076923076,10437.603205128205,8928.219743589743,4,338.0,1509.3834615384617,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,AZ,Acute Care Hospitals,Voluntary(non-profit),"475 SOUTH DOBSON ROAD, CHANDLER, AZ",33.2972521,-111.8746513
72,30055,86409.0,38053.59888888889,10725.201904761905,9378.298095238099,2,202.0,1346.9038095238095,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,Acute Care Hospitals,Government,"3269 STOCKTON HILL ROAD, KINGMAN, AZ",35.2201547,-114.0370933
73,30061,85351.0,44675.448877551,8674.238367346941,7632.888265306123,5,418.0,1041.350102040816,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,Acute Care Hospitals,Voluntary(non-profit),"10401 WEST THUNDERBIRD BOULEVARD, SUN CITY, AZ",33.6036767,-112.2842231
74,30065,85202.0,38410.078901098896,10350.646813186815,8816.523846153847,4,489.0,1534.1229670329672,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,Acute Care Hospitals,Voluntary(non-profit),"1400 SOUTH  DOBSON ROAD, MESA, AZ",33.3899544,-111.8770411
75,30069,86403.0,41051.7120289855,9063.104927536235,7704.039420289855,2,181.0,1359.0655072463765,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CIT,AZ,Acute Care Hospitals,Individual Business,"101 CIVIC CENTER LANE, LAKE HAVASU CIT, AZ",34.4803821,-114.3388668
76,30071,86504.0,7683.0885714285705,6953.192857142858,6166.3,1,-999.0,786.8928571428571,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,Acute Care Hospitals,Government,"PO BOX 649, FORT DEFIANCE, AZ",35.759317,-109.0483992
77,30083,85032.0,28514.712500000005,8116.635833333335,6864.145833333335,2,227.0,1252.49,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,PHOENIX,AZ,Acute Care Hospitals,Individual Business,"3929 EAST BELL ROAD, PHOENIX, AZ",33.6392902,-111.9975215
78,30084,86503.0,6383.641428571429,6198.192857142857,5325.081428571429,3,-999.0,873.1114285714287,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,Acute Care Hospitals,Government,"US HWY 191, HOSPITAL ROAD, CHINLE, AZ",36.1575812,-109.6076963
79,30085,85741.0,43112.08025316452,8588.89734177215,7451.5055696202535,2,135.75,1137.3917721518983,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,Acute Care Hospitals,Individual Business,"6200 NORTH LA CHOLLA BOULEVARD, TUCSON, AZ",32.3202768,-111.0100752
80,30088,85206.0,34631.887,8013.249499999998,6966.911624999998,4,340.0,1046.3378750000006,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,Acute Care Hospitals,Voluntary(non-profit),"6644 EAST BAYWOOD AVENUE, MESA, AZ",33.4113095,-111.6875079
81,30089,85306.0,39199.64775280899,10138.993483146069,8522.787303370784,3,480.0,1616.2061797752806,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,Acute Care Hospitals,Government,"5555 WEST THUNDERBIRD ROAD, GLENDALE, AZ",33.6091941,-112.1795844
82,30105,85206.0,49698.715714285725,9370.195357142857,8069.373928571426,5,111.0,1300.821428571429,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,Acute Care Hospitals,Voluntary(non-profit),"6750 EAST BAYWOOD AVENUE, MESA, AZ",33.4112307,-111.6868295
83,30110,85395.0,29756.885599999994,8546.4626,7322.443799999996,3,15.0,1224.0187999999998,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,Acute Care Hospitals,Individual Business,"13677 WEST MCDOWELL ROAD, GOODYEAR, AZ",33.4625569,-112.3521489
84,30114,85755.0,35102.562142857154,6932.684523809524,5958.314761904762,3,144.0,974.3697619047617,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,Acute Care Hospitals,Individual Business,"1551 EAST TANGERINE ROAD, ORO VALLEY, AZ",32.4292552,-110.9485905
85,30115,85037.0,39322.10859375,9724.464843750002,8114.092499999997,4,214.0,1610.3723437499998,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,Acute Care Hospitals,Voluntary(non-profit),"9201 WEST THOMAS ROAD, PHOENIX, AZ",33.4784822,-112.2575889
86,30117,86426.0,36801.47103448277,7199.4420689655135,5789.394827586205,3,57.0,1410.04724137931,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,Acute Care Hospitals,Individual Business,"5330 SOUTH HIGHWAY 95, FORT MOHAVE, AZ",35.0027485,-114.5962766
87,30119,85296.0,57778.77101449274,9896.49275362319,8632.915507246378,5,212.0,1263.5772463768114,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,Acute Care Hospitals,Voluntary(non-profit),"3555 SOUTH VAL VISTA DRIVE, GILBERT, AZ",33.2871651,-111.7522435
88,30120,85295.0,19169.67625,5395.9375,4410.51875,3,19.0,985.41875,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,Acute Care Hospitals,Individual Business,"5656 SOUTH POWER ROAD, GILBERT, AZ",33.3137187,-111.6874057
89,30121,85209.0,59493.681111111124,11895.486507936506,9506.375555555554,2,172.0,2389.110952380952,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,Acute Care Hospitals,Individual Business,"1301 SOUTH CRISMON ROAD, MESA, AZ",33.3914626,-111.6120874
90,30122,85234.0,38902.37714285714,9002.638775510206,7574.27530612245,4,177.0,1428.363469387755,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,Acute Care Hospitals,Voluntary(non-profit),"1900 NORTH HIGLEY ROAD, GILBERT, AZ",33.3840468,-111.7225666
