,Latitude,Longitude,location
59,39.7573716,-121.5709949,"5974 PENTZ ROAD, PARADISE, CA"
60,35.27817090000001,-120.6511558,"1911 JOHNSON AVE, SAN LUIS OBISPO, CA"
61,33.838731,-116.543459,"1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, CA"
62,34.0664764,-118.4465738,"757 WESTWOOD PLAZA, LOS ANGELES, CA"
63,38.4698771,-122.7075929,"3325 CHANATE RD, SANTA ROSA, CA"
64,35.3727847,-119.0276426,"2215 TRUXTUN AVENUE, BAKERSFIELD, CA"
65,45.1848786,-93.3709696,"4050 COON RAPIDS BLVD, COON RAPIDS, MN"
66,41.6641482,-91.5285792,"500 E MARKET STREET, IOWA CITY, IA"
67,42.84755089999999,-78.812573,"565 ABBOTT ROAD, BUFFALO, NY"
68,43.65138779999999,-70.2650055,"144 STATE STREET, PORTLAND, ME"
69,38.205397,-97.5168558,"218 E PACK ST, MOUNDRIDGE, KS"
70,37.3694772,-122.0799117,"2500 GRANT ROAD, MOUNTAIN VIEW, CA"
71,38.7662511,-121.2492234,"ONE MEDICAL PLAZA, ROSEVILLE, CA"
72,36.6591352,-121.6459423,"450 EAST ROMIE LANE, SALINAS, CA"
73,33.8119157,-118.3434945,"3330 LOMITA BLVD, TORRANCE, CA"
74,37.9473152,-122.5360306,"250 BON AIR ROAD, PO BOX 8010, GREENBRAE, CA"
75,37.2517475,-121.9466889,"2425 SAMARITAN DRIVE, SAN JOSE, CA"
76,38.6727584,-87.53294009999999,"520 S 7TH ST, VINCENNES, IN"
77,39.3582073,-76.58727689999999,"5601 LOCH RAVEN BLVD, BALTIMORE, MD"
78,40.7076254,-99.08181359999999,"P O BOX 1990, 10 EAST 31ST ST, KEARNEY, NE"
79,39.787958,-84.2327833,"2222 PHILADELPHIA DRIVE, DAYTON, OH"
80,39.1400349,-84.52067269999999,"375 DIXMYTH AVENUE, CINCINNATI, OH"
81,40.3371439,-76.41749860000002,"FOURTH AND WALNUT STREETS, LEBANON, PA"
82,34.0541988,-118.2650593,"1225 WILSHIRE BOULEVARD, LOS ANGELES, CA"
83,35.4116457,-119.039555,"901 OLIVE DRIVE, BAKERSFIELD, CA"
84,33.7503708,-116.9601303,"1117 EAST DEVONSHIRE, HEMET, CA"
85,34.4299066,-119.7233601,"400 WEST PUEBLO, SANTA BARBARA, CA"
86,32.89694070000001,-117.2424721,"10666 NORTH TORREY PINES ROAD, LA JOLLA, CA"
87,34.133639,-118.152753,"100 W  CALIFORNIA BLVD, PASADENA, CA"
88,37.4332047,-122.1756787,"300 PASTEUR DRIVE, STANFORD, CA"
89,37.6659498,-120.9974006,"1441 FLORIDA AVENUE, MODESTO, CA"
90,34.2067796,-118.8830898,"215 W JANSS RD, THOUSAND OAKS, CA"
91,33.8045254,-118.0669994,"3751 KATELLA AVENUE, LOS ALAMITOS, CA"
92,33.7426321,-116.4071663,"39-000 BOB HOPE DRIVE, RANCHO MIRAGE, CA"
93,38.5549492,-121.4546344,"2315 STOCKTON BOULEVARD, SACRAMENTO, CA"
94,33.6089013,-117.7087247,"24451 HEALTH CENTER DRIVE, LAGUNA HILLS, CA"
95,32.7766415,-117.0573188,"6655 ALVARADO ROAD, SAN DIEGO, CA"
96,34.1710084,-118.5320407,"18321 CLARK STREET, TARZANA, CA"
97,40.5855541,-122.3877573,"1100 BUTTE ST, REDDING, CA"
98,40.4147386,-104.7095264,"1801 16TH STREET, GREELEY, CO"
99,37.2361018,-107.8255618,"1010 THREE SPRINGS BLVD, DURANGO, CO"
100,41.4359394,-82.2372774,"3700 KOLBE ROAD, LORAIN, OH"
101,30.6824069,-92.2663427,"800 E MAIN, VILLE PLATTE, LA"
102,38.2817831,-104.612694,"400 W 16TH STREET, PUEBLO, CO"
103,39.0904811,-108.5627055,"2635 N 7TH STREET, GRAND JUNCTION, CO"
104,38.8655367,-104.821745,"2222 N NEVADA AVE, COLORADO SPRING, CO"
105,39.6700386,-104.9748195,"2525 S DOWNING ST, DENVER, CO"
106,39.6886037,-104.8317418,"1501 S POTOMAC ST, AURORA, CO"
107,40.4157816,-104.9972211,"2500 ROCKY MOUNTAIN AVENUE, LOVELAND, CO"
108,41.7749634,-72.6984118,"114 WOODLAND STREET, HARTFORD, CT"
109,41.1889873,-73.16643619999999,"267 GRANT STREET, BRIDGEPORT, CT"
110,41.8661355,-72.4504652,"31 UNION ST, ROCKVILLE, CT"
111,41.5529483,-73.0368663,"56 FRANKLIN ST, WATERBURY, CT"
112,41.5493063,-72.8011451,"435 LEWIS AVE, MERIDEN, CT"
113,41.034308,-73.630196,"5 PERRYRIDGE RD, GREENWICH, CT"
114,41.5544714,-72.64706389999999,"28 CRESCENT ST, MIDDLETOWN, CT"
115,41.3044229,-72.93556629999999,"20 YORK ST, NEW HAVEN, CT"
116,41.5432439,-72.0889953,"326 WASHINGTON ST, NORWICH, CT"
117,41.7541227,-72.6791793,"80 SEYMOUR STREET, HARTFORD, CT"
118,41.201187,-73.20165349999999,"2800 MAIN ST, BRIDGEPORT, CT"
119,30.307202,-81.689871,"1 SHIRCLIFF WAY, JACKSONVILLE, FL"
120,41.4050857,-73.446289,"24 HOSPITAL AVE, DANBURY, CT"
121,41.111322,-73.420307,"24 STEVENS STREET, NORWALK, CT"
122,38.7719511,-75.1430456,"424 SAVANNAH RD, LEWES, DE"
123,26.5046196,-80.0697661,"2815 S SEACREST BLVD, BOYNTON BEACH, FL"
124,26.6284093,-81.87408049999999,"2776 CLEVELAND AVE, FORT MYERS, FL"
125,29.2004452,-81.0547222,"303 N CLYDE MORRIS BLVD, DAYTONA BEACH, FL"
126,26.1503471,-81.79874679999999,"350 7TH ST N, NAPLES, FL"
127,28.0881479,-80.6143055,"1350 S HICKORY ST, MELBOURNE, FL"
128,28.8338994,-82.3358636,"502 HIGHLAND BLVD, INVERNESS, FL"
129,30.476728,-87.21151520000001,"5151 N 9TH AVE, PENSACOLA, FL"
130,40.6085179,-75.4680248,"421 CHEW STREET, ALLENTOWN, PA"
131,28.6307029,-80.824111,"951 N WASHINGTON AVE, TITUSVILLE, FL"
132,25.8129583,-80.1414004,"4300 ALTON RD, MIAMI BEACH, FL"
133,27.4973268,-82.562227,"206 2ND ST E, BRADENTON, FL"
134,26.0189172,-80.17972089999999,"3501 JOHNSON ST, HOLLYWOOD, FL"
135,27.1989708,-80.2435471,"200 SE HOSPITAL AVE, STUART, FL"
136,28.26093,-82.1880149,"7050 GALL BLVD, ZEPHYRHILLS, FL"
137,27.4656135,-81.4329631,"3600 S HIGHLANDS AVE, SEBRING, FL"
138,37.728992,-82.76155709999999,"5000 KENTUCKY RTE 321, PRESTONSBURG, KY"
139,28.0276295,-81.7247112,"200 AVE F NE, WINTER HAVEN, FL"
140,28.823794,-81.714703,"1000 WATERMAN WAY, TAVARES, FL"
141,29.1751787,-82.1389001,"1500 SW 1ST AVE, OCALA, FL"
142,29.243217,-81.1075486,"301 MEMORIAL MEDICAL PARKWAY, DAYTONA BEACH, FL"
143,27.0905363,-82.4449121,"540 THE RIALTO, VENICE, FL"
144,28.914028,-81.284804,"1055 SAXON BLVD, ORANGE CITY, FL"
145,27.9827603,-82.49105209999999,"3001 W MARTIN LUTHER KING JR BLVD, TAMPA, FL"
146,44.94909879999999,-93.1000226,"45 WEST 10TH STREET, SAINT PAUL, MN"
147,28.8080948,-81.8683185,"600 E DIXIE AVE, LEESBURG, FL"
148,27.3185566,-82.531735,"1700 S TAMIAMI TRL, SARASOTA, FL"
149,30.3148546,-81.66274949999999,"800 PRUDENTIAL DR, JACKSONVILLE, FL"
150,29.4337636,-98.4927788,"111 DALLAS STREET, SAN ANTONIO, TX"
151,29.8630529,-81.3171898,"400 HEALTH PARK BLVD, SAINT AUGUSTINE, FL"
152,30.4294815,-87.2312753,"1000 W MORENO ST, PENSACOLA, FL"
153,36.1538736,-86.80245529999999,"2000 CHURCH ST, NASHVILLE, TN"
154,27.8966144,-81.565241,"410 S 11TH ST, LAKE WALES, FL"
155,27.6583557,-80.3937643,"1000 36TH ST, VERO BEACH, FL"
156,27.5391589,-81.50995929999999,"4200 SUN N' LAKE BLVD, SEBRING, FL"
157,28.2996231,-81.40973249999999,"700 WEST OAK STREET, KISSIMMEE, FL"
158,29.47907099999999,-81.1892086,"60 MEMORIAL MEDICAL PKWY, PALM COAST, FL"
159,27.9533568,-82.8028719,"300 PINELLAS ST, CLEARWATER, FL"
160,27.9381269,-82.4591847,"1 TAMPA GENERAL CIRCLE, TAMPA, FL"
161,25.9699432,-80.14541760000002,"20900 BISCAYNE BLVD, AVENTURA, FL"
162,30.2627916,-81.4414608,"4500 SAN PABLO RD, JACKSONVILLE, FL"
163,28.0606898,-81.9546908,"1324 LAKELAND HILLS BLVD, LAKELAND, FL"
164,28.8146209,-81.28363519999999,"1401 W SEMINOLE BLVD, SANFORD, FL"
165,27.3018732,-82.45428079999999,"5731 BEE RIDGE RD, SARASOTA, FL"
166,26.3585783,-80.10220129999999,"800 MEADOWS RD, BOCA RATON, FL"
167,28.0698597,-82.42233039999999,"3100 E FLETCHER AVE, TAMPA, FL"
168,26.8294567,-80.0868409,"3360 BURNS RD, PALM BEACH GARD, FL"
169,30.2878473,-81.6011644,"3625 UNIVERSITY BLVD S, JACKSONVILLE, FL"
170,28.203797,-82.65982729999999,"9330 SR 54, TRINITY, FL"
171,29.6603042,-82.4115721,"6500 NEWBERRY RD, GAINESVILLE, FL"
172,29.1755041,-82.1368523,"1431 SW 1ST AVE, OCALA, FL"
173,27.4828573,-82.62386529999999,"2020 59TH ST W, BRADENTON, FL"
174,27.8435297,-80.48887529999999,"13695 US HWY 1, SEBASTIAN, FL"
175,30.4545977,-86.6335332,"1000 MAR-WALT DR, FORT WALTON BEA, FL"
176,30.1659644,-81.7376226,"2001 KINGSLEY AVE, ORANGE PARK, FL"
177,30.5158357,-87.2180204,"8383 N DAVIS HWY, PENSACOLA, FL"
178,29.6425767,-81.6920715,"611 ZEAGLER DR, PALATKA, FL"
179,26.9888809,-82.0988521,"21298 OLEAN BLVD, PORT CHARLOTTE, FL"
180,27.8253407,-82.702445,"6000 49TH STREET N, SAINT PETERSBUR, FL"
181,33.9093745,-84.3546157,"1000 JOHNSON FERRY ROAD, NE, ATLANTA, GA"
182,30.186569,-85.665132,"449 W 23RD ST, PANAMA CITY, FL"
183,27.9327476,-82.2873855,"119 OAKFIELD DR, BRANDON, FL"
184,26.6394379,-81.94324499999999,"636 DEL PRADO BLVD, CAPE CORAL, FL"
185,27.9150149,-82.80363729999999,"201 14TH ST SW, LARGO, FL"
186,26.9225859,-80.0964668,"1210 S OLD DIXIE HWY, JUPITER, FL"
187,28.3612503,-82.6881834,"14000 FIVAY ROAD, HUDSON, FL"
188,26.4370058,-80.12767970000002,"5352 LINTON BLVD, DELRAY BEACH, FL"
189,27.2884484,-80.2939746,"1800 SE TIFFANY AVE, PORT SAINT LUCI, FL"
190,28.5366554,-82.53498979999999,"11375 CORTEZ BLVD, BROOKSVILLE, FL"
191,28.0380294,-82.7075938,"3231 MCMULLEN BOOTH RD, SAFETY HARBOR, FL"
192,28.950209,-81.9582652,"1451 EL CAMINO REAL, THE VILLAGES, FL"
193,31.5909075,-84.1583522,"417 THIRD AVENUE, ALBANY, GA"
194,33.7918827,-84.32219669999999,"1364 CLIFTON ROAD, NE, ATLANTA, GA"
195,33.5696655,-85.0744813,"705 DIXIE STREET, CARROLLTON, GA"
196,33.4707204,-81.9830717,"1350 WALTON WAY, AUGUSTA, GA"
197,34.3042219,-83.8172362,"743 SPRING STREET, GAINESVILLE, GA"
198,34.20079339999999,-84.7953129,"960 JOE FRANK HARRIS PARKWAY, CARTERSVILLE, GA"
199,33.9695872,-84.5516065,"677 CHURCH STREET, MARIETTA, GA"
200,32.029986,-81.0894845,"4700 WATERS AVENUE, SAVANNAH, GA"
201,30.8261438,-83.9739317,"915 GORDON AVENUE & MIMOSA DRIVE, THOMASVILLE, GA"
202,31.98515,-81.154752,"11705 MERCY BOULEVARD, SAVANNAH, GA"
203,34.2595758,-85.1792023,"304 TURNER MCCALL BLVD P O BOX 233, ROME, GA"
204,33.7907835,-84.28282659999999,"2701 N DECATUR ROAD, DECATUR, GA"
205,33.8088286,-84.3944183,"1968 PEACHTREE RD NW, ATLANTA, GA"
206,32.8335837,-83.6353432,"777 HEMLOCK STREET, MACON, GA"
207,30.86249999999999,-83.2863,"2501 NORTH PATTERSON STREET, PO BOX 1727, VALDOSTA, GA"
208,32.5322896,-82.9504767,"200 INDUSTRIAL BOULEVARD, DUBLIN, GA"
209,33.8572055,-84.605051,"3950 AUSTELL RD, AUSTELL, GA"
210,34.2770143,-85.1958281,"501 REDMOND ROAD, ROME, GA"
211,33.48297,-82.0901567,"3651 WHEELER ROAD, AUGUSTA, GA"
212,39.952684,-83.137142,"5100 WEST  BROAD STREET, COLUMBUS, OH"
213,32.8344592,-96.70520169999999,"9440 POPPY DR, DALLAS, TX"
214,33.452819,-84.508624,"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA"
215,43.47017350000001,-111.9914279,"3100 CHANNING WAY, IDAHO FALLS, ID"
216,42.8739657,-112.4211813,"777 HOSPITAL WAY, POCATELLO, ID"
217,47.6955728,-116.793206,"2003 KOOTENAI HEALTH WAY, COEUR D'ALENE, ID"
218,41.9101854,-87.8417863,"701 WEST NORTH AVE, MELROSE PARK, IL"
219,42.065583,-87.68488,"2650 RIDGE AVE, EVANSTON, IL"
220,40.7528641,-89.59340329999999,"5409 N KNOXVILLE AVE, PEORIA, IL"
221,39.9356314,-91.3983317,"BROADWAY AT 11TH STREET, QUINCY, IL"
222,41.7294968,-88.269583,"2000 OGDEN AVENUE, AURORA, IL"
223,40.9556647,-90.36578809999999,"695 N KELLOGG ST, GALESBURG, IL"
224,41.8015871,-89.69715529999999,"100 EAST LEFEVRE ROAD, STERLING, IL"
225,38.322041,-88.9103496,"605 N 12TH STREET, MOUNT VERNON, IL"
226,39.80572859999999,-89.6451854,"800 E CARPENTER ST, SPRINGFIELD, IL"
227,41.8321425,-87.7917155,"3249 SOUTH OAK PARK AVENUE, BERWYN, IL"
228,41.66899859999999,-87.8141447,"12251 SOUTH 80TH AVENUE, PALOS HEIGHTS, IL"
229,41.7967451,-87.8863882,"5101 S WILLOW SPRINGS RD, LA GRANGE, IL"
230,40.7018902,-89.5907819,"530 NE GLEN OAK AVE, PEORIA, IL"
231,33.930826,-118.203228,"3630 EAST IMPERIAL HIGHWAY, LYNWOOD, CA"
232,41.9750094,-87.69828550000001,"5145 N CALIFORNIA AVE, CHICAGO, IL"
233,42.3171667,-88.27897689999999,"4201 MEDICAL CENTER DRIVE, MCHENRY, IL"
234,41.9879921,-87.8144583,"7435 W TALCOTT AVENUE, CHICAGO, IL"
235,41.8746091,-87.66974859999999,"1653 WEST CONGRESS PARKWAY, CHICAGO, IL"
236,40.4972362,-88.9906987,"1304 FRANKLIN AVENUE, NORMAL, IL"
237,39.8666192,-88.9613543,"2300 NORTH EDWARD STREET, DECATUR, IL"
238,39.8099694,-89.6567571,"701 N FIRST ST, SPRINGFIELD, IL"
239,40.4823631,-88.9550719,"2200 E WASHINGTON, BLOOMINGTON, IL"
240,38.935667,-94.6036175,"1000 CARONDELET DR, KANSAS CITY, MO"
241,48.7725927,-122.4739226,"2901 SQUALICUM PARKWAY, BELLINGHAM, WA"
242,47.2452548,-122.4481819,"1717 SOUTH J STREET, TACOMA, WA"
243,40.3754757,-75.9787583,"2500 BERNVILLE ROAD, READING, PA"
244,29.748483,-95.36623089999999,"1401 ST. JOSEPH PARKWAY, HOUSTON, TX"
245,37.7277551,-89.2202884,"405 W JACKSON, CARBONDALE, IL"
246,39.8277128,-88.9317044,"1800 E LAKE SHORE DR, DECATUR, IL"
247,38.5300938,-89.11727549999999,"400 NORTH PLEASANT AVENUE, CENTRALIA, IL"
248,44.3611978,-100.3419223,"801 E SIOUX, PIERRE, SD"
249,41.5232407,-87.710796,"20201 S CRAWFORD AVENUE, OLYMPIA FIELDS, IL"
250,42.2755106,-88.4008463,"3701 DOTY ROAD, WOODSTOCK, IL"
251,37.742889,-88.99146999999999,"3333 W DE YOUNG, MARION, IL"
252,39.7732177,-94.77101789999999,"5325 FARAON STREET, SAINT JOSEPH, MO"
253,38.5502641,-90.0214907,"4500 MEMORIAL DRIVE, BELLEVILLE, IL"
254,31.6126678,-94.64882890000001,"1204 MOUND ST, NACOGDOCHES, TX"
255,40.763244,-86.36161899999999,"1101 MICHIGAN AVE, LOGANSPORT, IN"
256,41.3396285,-83.13589879999999,"715 SOUTH TAFT AVENUE, FREMONT, OH"
257,37.162122,-83.7620857,"210 MARIE LANGDON DRIVE, MANCHESTER, KY"
258,29.5171481,-97.4316385,"1110 NORTH SARAH DEWITT DRIVE, GONZALES, TX"
259,41.1240078,-87.88308049999999,"350 N WALL ST, KANKAKEE, IL"
260,38.5108609,-89.9891536,"211 S THIRD ST, BELLEVILLE, IL"
261,30.2098401,-90.9318357,"1125 WEST HIGHWAY 30, GONZALES, LA"
262,39.4881278,-88.27400089999999,"1000 HEALTH CENTER DRIVE P O BOX 372, MATTOON, IL"
263,41.6074558,-87.65960729999999,"ONE INGALLS DRIVE, HARVEY, IL"
264,41.8638974,-87.93506289999999,"155 EAST BRUSH HILL ROAD, ELMHURST, IL"
265,42.2748837,-87.9527759,"801 S MILWAUKEE AVE, LIBERTYVILLE, IL"
266,41.7219221,-87.7328532,"4440 W 95TH STREET, OAK LAWN, IL"
267,40.7007306,-89.5949919,"221 N E GLEN OAK AVE, PEORIA, IL"
268,41.8862845,-88.3435451,"300 RANDALL RD, GENEVA, IL"
269,42.0384783,-87.847611,"1775 DEMPSTER ST, PARK RIDGE, IL"
270,42.265978,-89.0738954,"1401 EAST STATE STREET, ROCKFORD, IL"
271,41.76096700000001,-88.15010529999999,"801 SOUTH WASHINGTON, NAPERVILLE, IL"
272,42.2697116,-89.0073268,"5666 EAST STATE STREET, ROCKFORD, IL"
273,42.2983388,-89.09940639999999,"2400 NORTH ROCKTON AVENUE, ROCKFORD, IL"
274,42.0673891,-87.9936113,"800 W CENTRAL ROAD, ARLINGTON HEIGH, IL"
275,42.0045138,-88.0165099,"800 W BIESTERFIELD RD, ELK GROVE VILLA, IL"
276,41.48262769999999,-90.5706604,"2701 17TH ST, ROCK ISLAND, IL"
277,41.8946256,-87.6209858,"251 E HURON ST, CHICAGO, IL"
278,41.8185438,-88.00808549999999,"3815 HIGHLAND AVENUE, DOWNERS GROVE, IL"
279,42.195628,-88.1732844,"450 WEST HIGHWAY 22, BARRINGTON, IL"
280,41.5994176,-87.3577478,"600 GRANT ST, GARY, IN"
281,38.2824806,-85.7491194,"1220 MISSOURI AVE, JEFFERSONVILLE, IN"
282,41.7028568,-86.1794925,"5215 HOLY CROSS PKWY, MISHAWAKA, IN"
283,41.7063044,-86.9011441,"301 W HOMER ST, MICHIGAN CITY, IN"
284,41.0403358,-85.24998169999999,"7950 W JEFFERSON BLVD, FORT WAYNE, IN"
285,41.6796028,-85.99320689999999,"600 E BLVD, ELKHART, IN"
286,41.1884563,-85.10164739999999,"11109 PARKVIEW PLAZA DRIVE, FORT WAYNE, IN"
287,39.4856368,-87.4085107,"1606 N SEVENTH ST, TERRE HAUTE, IN"
288,41.5633669,-85.83054589999999,"200 HIGH PARK AVE, GOSHEN, IN"
289,41.5125365,-87.2613291,"1500 S LAKE PARK AVE, HOBART, IN"
290,38.3012927,-85.83457539999999,"1850 STATE ST, NEW ALBANY, IN"
291,39.41951160000001,-87.40897869999999,"3901 S SEVENTH ST, TERRE HAUTE, IN"
292,39.8643833,-84.8838698,"1100 REID PKWY, RICHMOND, IN"
293,39.1600064,-86.54038249999999,"601 W SECOND ST, BLOOMINGTON, IN"
294,39.7902783,-86.1641085,"1701 N SENATE BLVD, INDIANAPOLIS, IN"
295,41.6838386,-86.2517326,"615 N MICHIGAN ST, SOUTH BEND, IN"
296,40.04554580000001,-86.0243936,"395 WESTFIELD RD, NOBLESVILLE, IN"
297,37.9830836,-87.57125649999999,"600 MARY ST, EVANSVILLE, IN"
298,40.1968976,-85.4146284,"2401 UNIVERSITY AVE, MUNCIE, IN"
299,41.4926573,-87.52442330000001,"24 JOLIET ST, DYER, IN"
300,37.962775,-87.50490200000002,"3700 WASHINGTON AVE, EVANSVILLE, IN"
301,40.3940377,-86.8344985,"1701 S CREASY LN, LAFAYETTE, IN"
302,39.2170557,-85.8954083,"2400 E 17TH ST, COLUMBUS, IN"
303,38.39499199999999,-86.940895,"800 W 9TH ST, JASPER, IN"
304,41.5506256,-87.5062531,"901 MACARTHUR BLVD, MUNSTER, IN"
305,39.0860756,-108.5536445,"2021 N 12TH ST, GRAND JUNCTION, CO"
306,42.185559,-86.248677,"400 MEDICAL PARK DR, WATERVLIET, MI"
307,41.395763,-87.3675765,"1201 S MAIN ST, CROWN POINT, IN"
308,39.6365539,-86.13254599999999,"1402 E COUNTY LINE RD S, INDIANAPOLIS, IN"
309,39.9393236,-86.1591945,"10580 N MERIDIAN ST, INDIANAPOLIS, IN"
310,39.6492557,-86.07858449999999,"8111 S EMERSON AVE, INDIANAPOLIS, IN"
311,40.4005343,-86.8065232,"5165 MCCARTY LN, LAFAYETTE, IN"
312,37.974807,-87.44457,"4007 GATEWAY BLVD, NEWBURGH, IN"
313,41.5416972,-90.55652219999999,"1227 EAST RUSHOLME STREET, DAVENPORT, IA"
314,41.9853036,-91.66043220000002,"1026 A AVE NE, CEDAR RAPIDS, IA"
315,46.7971796,-92.08762039999999,"915 E 1ST ST, DULUTH, MN"
316,38.6512126,-90.5032044,"232 S WOODS MILL RD, CHESTERFIELD, MO"
317,40.8096597,-91.1730702,"1221 SOUTH GEAR AVENUE, WEST BURLINGTON, IA"
318,35.942244,-89.91883519999999,"1520 N DIVISION STREET, BLYTHEVILLE, AR"
319,41.659487,-91.5480726,"200 HAWKINS DRIVE, IOWA CITY, IA"
320,43.1485571,-93.21607,"1000 FOURTH STREET SW, MASON CITY, IA"
321,42.492721,-90.6750809,"250 MERCY DRIVE, DUBUQUE, IA"
322,41.8614111,-90.1892084,"1410 NORTH 4TH STREET, CLINTON, IA"
323,41.5892197,-93.6335758,"1200 PLEASANT STREET, DES MOINES, IA"
324,41.5986713,-93.6228884,"1111 6TH AVE, DES MOINES, IA"
325,38.8334967,-97.61023569999999,"400 SOUTH SANTA FE AVENUE, SALINA, KS"
326,38.878486,-99.299245,"2220 CANTERBURY DRIVE, HAYS, KS"
327,39.0565558,-95.69591,"1700 SW 7TH STREET, TOPEKA, KS"
328,38.0761724,-97.8928247,"1701 E 23RD AVENUE, HUTCHINSON, KS"
